4086092;2788273;3996163;5326452;2992079;4730125;4151255;4238995;3820873;1642516;0;2156217;2824399;6145222;3633772;3964969;6961382;2809509;3358726;3489377;1937042;614683;3115911;2615149;5815493;4362975;3562293;2608880;5237456;7096055;2834469;2226594;6251074;1574354;5705037;4687319;5293522;3700988;3370106;3441262;3814174;546355;3318669;4322251;3512687;3654371;1589818;1398880;6311892;4828421;4387475;5500666;4203003;5149609;5432479;4174561;4556126;2891492;6801802;2671021;4859162;2941548;2833555;6030713;2888192;6205957;2947521;5165356;5378589;4092046;4423608;2143065;3444909;2777229;5955130;1659146;2238146;4838323;2370236;3202679;4337418;3759481;2626583;6928870;3973336;3917696;5794133;5439226;2706868;5168882;2403364;846319;2274675;4422518;3061883;3129567;4099198;7613308;3664488;2773420;
2807119;1260923;2207244;5286165;2951792;4689838;4756462;4118956;5028523;2597550;2016348;0;3707842;6104935;4238979;3844930;6921095;4041740;3963933;2771112;2542249;1843550;3721118;3847380;5978362;4242936;3497855;2733143;5842663;7055768;2958732;1602504;6210787;2728339;5428409;4647032;5253235;2422015;4602337;3321223;3749736;1988858;3198630;2533332;3392648;4259578;2192645;2834716;6271605;3549448;2621203;5460379;4328601;3870636;5392192;3687697;5161333;2667948;6761515;3276228;4794724;2821509;2713516;6584087;3493399;6165670;3071784;5718730;4557428;3411903;4383321;2015648;3569172;2655024;5914843;2374144;1982178;3559350;3602467;3807886;4083837;3639442;2750846;6888583;4578543;3537855;5753846;4618065;3312075;5722256;3635595;2341049;2879882;4358080;4294114;4204795;2820225;7573021;3544449;3378627;
5991906;4696764;4237925;7252075;4917702;6655748;5028628;2178449;4148187;3448617;2953831;4029489;0;8070845;5043534;3101933;8887005;3136823;4236099;5415000;3750102;2511374;3640129;2942463;7741116;3499939;5487916;4534503;6006730;9021678;4760092;4152217;8176697;1029167;4842001;6612942;7219145;5606802;3697420;2645700;5739797;2338199;2523107;4589654;2717125;5579994;2961860;1978689;8237515;6734235;3591913;7426289;6128626;7055423;7358102;3311525;5450544;4817115;8727425;4596644;6784785;2078512;1722866;7494408;4813815;8131580;4873144;6629051;4583027;3296484;6349231;2078760;5370532;4702852;7880753;2075224;2545854;6032442;2697550;4080052;6263041;2963919;4552206;8854493;4850709;3122134;7719756;4643664;4632491;6632577;2730678;2512849;4085653;6348141;3389197;3456881;6005012;9538931;2801452;4374348;
4147886;5155024;6863577;3546949;2878248;2715678;5122686;8366416;7463145;5398998;5599119;5654382;7377618;0;5745858;8092390;3318801;7157622;5754999;4299871;5343697;5513326;6280574;6709434;4416296;8490396;3579875;3637823;7018589;3453474;3497686;4487482;2608493;6174113;9832458;3084400;1650927;4230364;7464391;7568683;3902884;5175043;7446090;6748150;7640108;4635828;5872028;6037627;4283591;4221553;7670251;1899222;4477437;4595100;3404178;8301982;6824211;3313619;1937672;4940507;3661584;7068969;6960976;5898964;4552918;1776612;3866782;5871878;9231891;8086366;2825533;6270486;3715983;3853142;916109;6201566;6365567;6749708;6653089;5904517;2926741;7886902;3686211;3286289;5946919;8045117;3533013;9292528;4371594;5875404;6821313;5527234;5490322;4330262;7156168;6792712;5259356;4360488;7791909;6007732;
5242007;4438252;5995869;4238948;3418641;5034387;1627051;6243858;2456664;2049676;3616426;4155923;4822913;6571784;0;6109697;6907684;2383655;808577;4350249;2005488;3530633;1251024;1924691;4251162;6507703;3120884;3020825;3221913;7042357;3263570;3876573;6677636;3549661;7849765;4396680;5720084;4500018;2443873;5585990;2963218;3192350;5463397;6321957;5657415;2082643;3889335;3073945;4799931;5567118;6409828;5927228;2638672;6305524;5143699;6319289;2540583;3583273;7228364;1481007;3554621;5086276;4978283;4092831;1532179;6632519;2918819;3227474;7523317;6236774;4850170;4287793;3022732;3638101;6381692;4218873;4382874;6513420;2146767;804752;4763980;5904209;3157717;6875172;1155520;6062424;5186503;7583954;1614742;3231000;2155998;2953177;2071099;2950005;2225904;1763162;5746085;7017679;5809216;839774;
5982780;4953086;2291121;8224618;5890245;7628291;7049421;2243128;6192397;4890509;4203705;4285811;3302887;9043388;6531938;0;9859548;5181033;6256892;6212221;4835208;4030907;5684339;4986673;8713659;2159057;6460459;5507046;8050940;9994221;5732635;5043613;9149240;3588932;3283222;7585485;8191688;5828272;5741630;1099265;6712340;4176215;1615547;2642850;965125;6552537;4086648;4022899;9210058;6955705;2255357;8398832;7101169;6363897;8330645;785286;7454292;5789658;9699968;5569187;7757328;1430719;2446993;8928879;5786358;9104123;5845687;8063522;2412241;1136007;7321774;2352347;6343075;5675395;8853296;3318341;2802176;4348350;4741760;6100845;7235584;741318;5524749;9827036;6871502;872832;8692299;2472878;5605034;8067048;4774888;4528406;5172841;7320684;5433407;5501091;5914427;10511474;1426788;5671586;
4807827;5721099;7429652;3460413;3444323;2422917;4800749;8932491;7141208;5965073;6165194;6220457;7943693;2418636;5895163;8658465;0;7095674;5443407;4865946;5909772;6079401;5963043;6636710;3319502;9056471;4145950;4203898;6440819;955809;4063761;5053557;1184362;6740188;10398533;3354630;2964035;4796439;7155892;8134758;4416370;5741118;8012165;7314225;8206183;4546151;6438103;6603702;2835876;4837334;8236326;1914096;4390901;5255041;3317642;8868057;6246441;3879694;2128994;5506582;3575048;7635044;7527051;3922137;5118993;1934637;4432857;4605459;9797966;8652441;3218420;6836561;4282058;4419217;2368560;6767641;6931642;7315783;6858786;5586986;3492816;8452977;4252286;580408;5667051;8611192;2664842;9858603;4937669;4158960;6868017;6093309;6056397;4243726;6937923;6475181;5919297;1265861;8357984;6295124;
6253404;4930467;6362582;5595757;5134273;6391196;2809814;4814269;1724835;2491976;3231262;4531425;3393324;8287416;2824720;5310738;8181910;0;2017285;5631571;2497703;2876941;1421315;557177;5525388;5708744;5097847;4519759;3913060;8316583;4839049;4368788;8018266;2120072;7050806;5753489;7435716;5853605;1274068;4770357;4807893;2592239;4647764;6697459;4841782;3890862;3700828;1644356;6074157;6981038;5716570;7642860;3995481;7316921;6500508;5520330;3231730;5033686;8943996;3431564;4911430;4287317;3683171;5275594;3574456;8348151;4538880;4410237;6707684;5421141;6323400;4208926;5065009;4919423;8097324;3227525;4613354;7005635;673411;1861238;6479612;5088576;4657730;8149398;2631895;5246791;6460729;6768321;3657019;4413763;529342;2404383;2623951;4386872;965845;1238067;6266510;8291905;5010257;2155534;
5538277;4279436;5837053;3897460;3714911;4692899;1111517;5518409;1826813;1890860;3457610;3997107;4097464;6868054;1261752;5950881;6483613;1658206;0;4729152;1846672;3371817;525575;1199242;3827091;6348887;3399550;3399728;2627451;6618286;3607550;3717757;6319969;2824212;7690949;4055192;6016354;4796288;1718424;5427174;3109596;3033534;5304581;6163141;5498599;2192565;3730519;2348496;4375860;5863388;6251012;6223498;2297184;6601794;4802211;6160473;1946121;3879543;7253497;1915146;3213133;4927460;4387311;3577297;1876159;6928789;3262799;2711940;7364501;6077958;4625103;4128977;3366712;4017004;6677962;3931665;4224058;6354604;1421318;149518;5060250;5745393;3536620;6451101;933598;5903608;4762432;7425138;1958722;2715466;1430549;2794361;1912283;2688575;1500455;1037713;5615479;6593608;5650400;857656;
2219808;2101163;4111032;3939633;1605260;3343306;3623006;5622842;5086397;2655424;2855545;2499607;4634044;4758403;3732987;5348816;5574563;4414048;3789578;0;2600123;2769752;3778992;3965860;4631830;5746822;2151323;1354716;5518909;5709236;1530015;1172561;4864255;3430539;7088884;3300500;3906703;1450605;4720817;4825109;2403204;2431469;4702516;3995605;4896534;3136148;3128454;3294053;4925073;2517705;4753512;4113847;2982069;3283325;4045660;5558408;5219207;1094393;5414983;2657400;3448192;4325395;4217402;5237555;2780754;4819138;1693357;4372198;6479346;5333821;3036789;3526912;2207907;760392;4568311;3457992;3621993;3997163;3909515;3865760;2855117;5143328;1403104;5542051;4062267;5301543;4407314;6539983;2599430;4375724;4077739;2783660;2746748;3011548;4412594;4262669;2723886;6226489;5048335;3436501;
4319618;2996681;4554298;4848317;3200487;4938533;2214213;4942152;2486274;608105;2174855;2714352;3953354;6353630;1696730;4668126;7169790;1813925;1421684;3697785;0;2089062;1178869;1365737;4929787;5066132;3357377;2542280;3300414;7304463;2860491;2435002;6459482;2749849;6408194;4818706;5501930;3919819;2120694;4144419;3395254;1750779;4021826;4880386;4215844;2811894;2447764;1671057;5478556;5047252;4968257;5709074;3360526;5383135;5640887;4877718;2619084;3099900;7010210;1654797;4276475;3644705;3536712;4679993;2045715;6414365;2560322;3814636;6081746;4795203;4632016;2846222;3175531;2985637;6163538;2777302;2941303;5071849;1309392;1265637;4545826;4462638;2679172;7137278;2036294;4620853;5865128;6142383;1864391;3818162;1477616;1511606;634838;3679256;1812471;1662546;4332724;7696304;4367645;836378;
4045085;2749943;3955156;5611873;3277500;5015546;4436676;4080978;3711546;2047366;668414;2115210;2366284;6430643;3919193;3923962;7246803;2700182;3644147;3774798;2222463;0;3203488;2505822;6100914;4321968;3847714;2894301;5522877;7381476;3119890;2512015;6536495;1386781;5664030;4972740;5578943;3659981;3260779;3400255;4099595;860327;3277662;4281244;3471680;3939792;1155871;1493158;6597313;4787414;4346468;5786087;4488424;5108602;5717900;4133554;4841547;3176913;7087223;2956442;5144583;2900541;2477151;6316134;3173613;6491378;3232942;5450777;5337582;4051039;4709029;2102058;3730330;3062650;6240551;1196584;2197139;4797316;2260909;3488100;4622839;3718474;2912004;7214291;4258757;3876689;6079554;5398219;2992289;5454303;2294037;1160291;2560096;4707939;2952556;3020240;4058191;7898729;3623481;3058841;
5923941;4601004;6158621;4738826;4556277;5534265;1952883;4992834;1643616;2212428;3409827;4318675;3571889;7709420;1967789;5489303;7324979;1132631;1160354;5155672;2168240;3055506;0;673667;4668457;5887309;4240916;3826248;3056129;7459652;4144459;4039325;7161335;2298637;7229371;4896558;6857720;5524142;1192849;4948922;3950962;2770804;4826329;6484709;5020347;3033931;3879393;1822921;5217226;6591753;5895135;7064864;3138550;6987458;5643577;5698895;2374799;4557787;8094863;2643830;4054499;4465882;3861736;4418663;2717525;7770155;3844290;3553306;6886249;5599706;5466469;4387491;4208078;4443524;7519328;3406090;4545626;6676172;895743;1004307;5901616;5267141;3963140;7292467;1774964;5425356;5603798;6946886;2800088;3556832;904974;2735687;2233851;3529941;974880;512138;5937047;7434974;5188822;1298603;
6068708;4745771;6233375;5411061;4949577;6206500;2625118;4685062;1578205;2307280;3102055;4402218;3264117;8102720;2640024;5181531;7997214;458964;1832589;5446875;2313007;2747734;1236619;0;5340692;5579537;4913151;4335063;3728364;8131887;4654353;4184092;7833570;1990865;6921599;5568793;7251020;5668909;1127438;4641150;4623197;2463032;4518557;6568252;4712575;3706166;3571621;1515149;5889461;6796342;5587363;7458164;3810785;7132225;6315812;5391123;3047034;4848990;8759300;3246868;4726734;4158110;3553964;5090898;3389760;8163455;4354184;4225541;6578477;5291934;6138704;4079719;4880313;4734727;7912628;3098318;4484147;6820939;488715;1676542;6294916;4959369;4473034;7964702;2447199;5117584;6276033;6639114;3472323;4229067;386120;2285322;2439255;4202176;819215;1053371;6081814;8107209;4881050;1970838;
5416295;5690969;7399522;1617528;3640350;2445345;2523623;8089208;4864082;4488042;5321911;5861408;7100410;5106990;3618037;7815182;4047464;4818548;3166281;4835816;4432741;5236118;3685917;4359584;0;8213188;3230046;4200879;4163693;4182137;4060742;5050538;3883820;5896905;9555250;2187901;4493453;4766309;4878766;7291475;2513534;4897835;7168882;7284095;7362900;2269025;5594820;5508838;1939711;5445802;8115313;4099547;2256262;5863509;1823500;8024774;3969315;3849564;4817348;3715807;1715128;6791761;6683768;2612149;2981173;4622991;4114044;2328333;9228802;7942259;2732307;5993278;3742009;4389087;4827180;5924358;6088359;7285653;4581660;3309860;4101284;7609694;4249267;4014952;3389925;7767909;2326283;9289439;2799849;1881834;4590891;5250026;4334230;2306696;4660797;4198055;6012376;4157459;7514701;4017998;
6977405;5682263;3634015;8953795;6619422;8357468;7778598;1947383;6921574;5619686;4932882;5014988;3959772;9772565;7261115;2403694;10588725;5910210;6986069;6941398;5564385;4760084;6413516;5715850;9442836;0;7189636;6236223;8780117;10723398;6461812;5772790;9878417;4259972;1957097;8314662;8920865;6592301;6470807;3134639;7441517;4905392;3391838;3985744;2815164;7281714;4815825;4752076;9939235;7719734;4062330;9128009;7830346;7706791;9059822;1919261;8183469;6518835;10429145;6298364;8486505;2159896;3176170;9658056;6515535;9833300;6574864;8792699;2945233;2652636;8050951;3081524;7072252;6404572;9582473;4047518;3531353;5691244;5470937;6830022;7964761;2879783;6253926;10556213;7600679;2679805;9421476;2815622;6334211;8796225;5504065;5257583;5902018;8049861;6162584;6230268;6990511;11240651;1158118;6400763;
2714491;2897162;4605715;2100462;891125;2182012;2029447;6135665;4369906;3036172;3368368;3396520;5146867;3941896;2719267;5861639;4758056;4324372;2672105;2042009;2980871;3282575;3191741;3865408;2780563;6259645;0;1407072;3925350;4892729;1266935;2256731;4047748;3943362;7601707;1461329;3090196;1972502;4384590;5337932;689214;2944292;5215339;4490288;5409357;1542589;3641277;3806876;3763779;3039602;5412389;3297340;1388510;3778008;2742186;6071231;3730972;1055757;4598476;2263937;1596925;4838218;4730225;3643996;1526327;4002631;1374219;2778639;6974029;5828504;1875495;4039735;942266;1595280;3751804;3970815;4134816;4491846;4087484;2815684;2197044;5656151;1455460;4725544;2853680;5814366;3246020;7034666;1345003;2782165;4096715;3296483;2882360;1417989;4166621;3703879;3218569;5065195;5561158;3331162;
2719293;2330795;4554271;3364516;1030143;2768189;3010796;5333407;4266241;2112851;2566110;2733702;4344609;4183286;2624707;5059381;4999446;3871475;2681298;1581109;2057550;2480317;2958836;3423287;4080864;5457387;1600357;0;4967943;5134119;569896;1454473;4289138;3141104;6799449;2725383;3331586;1950090;4151685;4535674;1852238;2142034;4413081;4438844;4607099;2438653;2839019;3004618;4349956;3017190;4987607;3538730;2431103;3782810;3470543;5268973;4399051;983224;4839866;1549120;2897226;4035960;3927967;4686589;1672474;4244021;585077;3821232;6473001;5186458;2461672;3237477;1330176;868961;3993194;3168557;3332558;4440402;3366942;2830816;2375482;4853893;267142;4966934;2953987;5012108;3832197;6533638;1491150;3824758;3535166;2494225;2167543;2460582;3870021;3420639;3223371;5651372;4758900;2616345;
6740512;6526324;8083941;4976918;4917146;5772357;2697481;7541612;2565936;4137748;5704498;6243995;6120667;8070289;3780667;8038081;7467209;3856167;2762045;6068030;4093560;5604284;2796777;3470444;4810687;8436087;4601785;5400393;0;7601882;5292956;5964645;7303565;4847415;9778149;5134650;7218589;5998523;3092417;7497700;4311831;5280422;7375107;8410029;7569125;3394800;5977407;4414875;5359456;7065623;8443913;7425733;3499419;7804029;5881669;8247673;985856;5081778;8237093;4386873;4292591;7014660;6410514;4456371;4106948;8042736;5239819;3591014;9435027;8148484;5704561;6375865;4974223;5621301;7880197;5954868;6470946;8517867;3692520;2857678;6262485;7815919;5481481;7434697;3168092;7974134;5746028;9495664;3925624;3594540;3701751;5041249;4159171;3890810;3425537;3308915;7244590;7577204;7737600;3223923;
5160640;6073912;7782465;3813226;3797136;2775730;5153562;9285304;7494021;6317886;6518007;6573270;8296506;2771449;6247976;9011278;964947;7448487;5796220;5218759;6262585;6432214;6315856;6989523;3672315;9409284;4498763;4556711;6793632;0;4416574;5406370;1496691;7093001;10751346;3707443;3316848;5149252;7508705;8487571;4769183;6093931;8364978;7667038;8558996;4898964;6790916;6956515;3188689;5190147;8589139;2266909;4743714;5607854;3670455;9220870;6599254;4232507;2481807;5859395;3927861;7987857;7879864;4274950;5471806;2287450;4785670;4958272;10150779;9005254;3571233;7189374;4634871;4772030;2721373;7120454;7284455;7668596;7211599;5939799;3845629;8805790;4605099;362754;6019864;8964005;3017655;10211416;5290482;4511773;7220830;6446122;6409210;4596539;7290736;6827994;6272110;2086807;8710797;6647937;
2621623;2527652;4512847;3115813;781440;2519486;2823337;5530264;4556851;2427546;2762967;2930559;4541466;3934583;2915317;5256238;4750743;4186170;2971908;1648211;2372245;2677174;3249446;3737982;3832161;5654244;1351654;537046;4719240;4885416;0;1651330;4040435;3337961;6996306;2476680;3082883;1879634;4442295;4732531;1603535;2338891;4609938;4397420;4803956;2336479;3035876;3201475;4101253;2946734;5184464;3290027;2182400;3685140;3221840;5465830;4524862;814411;4591163;1839730;2648523;4232817;4124824;4437886;1864377;3995318;647484;3572529;6669858;5383315;2212969;3434334;899389;936063;3744491;3365414;3529415;4398978;3681637;3121426;2126779;5050750;585434;4718231;3244597;5208965;3583494;6730495;1683053;3576055;3849861;2691082;2458153;2211879;4184716;3711249;3125701;5402669;4955757;2906955;
2151417;1149843;3346505;4118223;1783850;3521896;3825747;4816433;4670414;2239441;2253419;1506559;4031918;4936993;3778922;4542407;5753153;3998065;3605824;1446931;2184140;2167626;3363009;3549877;4834571;4940413;2354064;1400651;5484554;5887826;1626240;0;5042845;2828413;6282475;3479090;4085293;1664343;4304834;4018700;2605945;1829343;3896107;3257892;4090125;3338889;2526328;2691927;5103663;2791776;3760464;4292437;3184810;3214934;4224250;4751999;4803224;1588160;5593573;2703335;3650933;3518986;3410993;5440296;2826689;4997728;1739292;4574939;5696689;4551164;3215379;2720503;2236680;1435312;4746901;2855866;2815584;3259450;3493532;3449777;3129189;4336919;1418354;5720641;4108202;4495134;4585904;5757326;2645365;4578465;3657423;2181534;2521773;3214289;3996611;3846686;2495612;6405079;4241926;3020518;
4194678;5107950;6816503;2847264;2831174;1809768;4722924;8319342;7063383;5351924;5552045;5607308;7330544;1805487;5698784;8045316;1264149;7017849;5365582;4252797;5296623;5466252;5885218;6558885;3241677;8443322;3532801;3590749;6362994;1398822;3450612;4440408;0;6127039;9785384;2741481;2350886;4183290;7078067;7521609;3803221;5127969;7399016;6701076;7593034;4468326;5824954;5990553;2758051;4224185;7623177;1300947;3777752;4641892;2704493;8254908;6168616;3266545;1515845;4893433;2961899;7021895;6913902;3844312;4505844;1321488;3819708;4527634;9184817;8039292;2605271;6223412;3668909;3806068;1755411;6154492;6318493;6702634;6606015;5509161;2879667;7839828;3639137;1231637;5589226;7998043;2099717;9245454;4324520;4081135;6774239;5480160;5443248;3630577;6860098;6397356;5306148;2305836;7744835;5960658;
5078674;3755737;4806493;6293916;3959543;5697589;4070469;2796753;3190028;2490458;2019063;3259032;1375808;7112686;4085375;3720237;7928846;2178664;3277940;4456841;2791943;1598964;2681970;1984304;6782957;4118243;4529757;3576344;5048571;8063519;3801933;3194058;7218538;0;5460305;5654783;6260986;4678875;2739261;3214268;4781638;1380040;3091675;5158222;3285693;4621835;2422851;1020530;7279356;5806308;4160481;6468130;5170467;6142191;6399943;3929829;4492385;3858956;7769266;3638485;5826626;2696816;2127082;6536249;3855656;7173421;3914985;5670892;5151595;3865052;5391072;2652837;4412373;3744693;6922594;1819495;3127382;5830905;1739391;3121893;5304882;3532487;3594047;7896334;3892550;3690702;6761597;5212232;3674332;5674418;1772519;1554690;3127494;5389982;2431038;2498722;5091780;8580772;3419756;3416189;
7791258;6849787;4099599;10160002;7825629;9563675;8984805;3209959;8127781;6825893;6139089;6128540;5165979;10978772;8467322;3607625;11794932;7116417;8192276;8036158;6770592;5966291;7619723;6922057;10649043;2002323;8395843;7442430;9986324;11929605;7668019;6978997;11084624;5466179;0;9520869;10127072;7636750;7677014;3714675;8647724;6111599;4225719;4451328;4021371;8487921;6022032;5958283;11145442;8764183;4567720;10334216;9036553;8172375;10266029;3112295;9389676;7725042;11635352;7504571;9692712;3366103;4382377;10864263;7721742;11039507;7781071;9998906;2120952;3080634;9257158;4287731;8278459;7610779;10788680;5253725;4737560;6156828;6677144;8036229;9170968;4085990;7460133;11762420;8806886;3294160;10627683;1529516;7540418;10002432;6710272;6463790;7108225;9256068;7368791;7436475;7722905;12446858;2364325;7606970;
