2079273;4055893;4410124;4872497;5525441;5480589;3326538;4232625;4434106;4422469;0;3973635;2840288;3150651;3786806;6146490;2243402;4512952;5417807;2209391;7870994;2773092;2262675;4384247;2707184;4813833;4669252;2134992;5382438;2325133;5099466;4736817;3060796;4314792;6264574;1855509;4215587;6104113;5251016;6207678;6608980;4111628;3995669;3643679;3230954;2077977;5856930;6534271;5392991;3794633;
5985275;7961895;8316126;8640087;9431443;9386591;3758080;978835;7286485;8328471;4213853;0;1143086;818239;7554396;10052492;5523426;8139059;9323809;2142922;11776996;1518992;2783743;997103;6613186;8719835;7867728;2846240;9288440;3408433;8867056;8362924;6966798;7172730;9312142;5761511;961797;10010115;8056273;9744672;10514982;7580989;1539819;7549681;7136956;2953459;9762932;10440273;9298993;4698235;
5088428;7065048;7419279;7881652;8534596;8489744;3542557;1680407;7070962;7431624;3317006;1421417;0;598433;6795961;9155645;5281770;7522107;8426962;1907298;10880149;386116;2575848;1832029;5716339;7822988;6970881;1949393;8391593;3218268;8108621;7745972;6069951;6275883;9096619;4864664;1663369;9113268;7840750;9216833;9618135;6684142;2485860;6652834;6240109;2056612;8866085;9543426;8402146;4482712;
5291090;7267710;7621941;8084314;8737258;8692406;3781172;1516290;7309577;7634286;3519668;866041;448901;0;6998623;9358307;5484432;7724769;8629624;2145913;11082811;824807;2814463;1667912;5919001;8025650;7173543;2152055;8594255;3456883;8311283;7948634;6272613;6478545;9335234;5067326;1499252;9315930;8079365;9419495;9820797;6886804;2321743;6855496;6442771;2259274;9068747;9746088;8604808;4721327;
3127579;3832257;2331980;1281978;4065109;3363184;3712974;7049012;2726886;3694552;3398046;6985592;5984101;6294464;0;4639299;2807868;1140044;3271989;5353204;5725176;5916905;4862108;7001733;3840252;5275480;5601771;5278805;3265033;5065148;1508947;1315329;3028489;6037765;3576007;3397139;7031974;3986708;3086502;3519111;5148648;5044147;6267523;3442535;1409032;5221790;4396598;4388453;3318795;3266865;
4188769;3013845;3098428;5088298;1899172;4178882;7432921;9638943;6627504;2787765;5660551;9379953;8246606;8556969;4991093;0;6527815;5458159;3554544;7615709;3518600;8179410;7668993;9790565;4898457;4457068;4890515;7541310;4376228;7731451;4810738;5739465;3719379;6246125;7375880;4915793;9621905;4309352;6886375;7318984;1866093;4332891;9401987;3143365;4300182;7484295;1975625;1279600;2326705;6986812;
3073810;5050430;4241237;4225105;5974366;5335853;2033516;5187535;3474659;5417006;2285645;5124115;4768146;5201964;3139414;6548556;0;3724077;5273071;3781408;7726258;4824405;3000631;5140256;3783498;5808370;5663789;4186305;5237702;2591050;4452074;3947942;4055333;5414931;5386586;2955648;5170497;5959377;4262899;5329690;7057905;5106165;4406046;4638216;3319407;4129290;6305855;6389535;5228052;2264802;
3862080;4566758;3066481;1203589;4799610;2710964;4234351;7570389;2083176;4429053;4078964;7506969;6665019;6975382;960240;5155072;3329245;0;2742329;6034122;5396821;6597823;5383485;7523110;4574753;6009981;6336272;5959723;2612813;5594503;1248268;281306;3762990;6772266;2493404;4131640;7553351;3334488;2003899;2436508;5883149;5778648;6788900;4177036;2143533;5902708;5131099;4114019;3454027;3788242;
3813586;3856583;2461626;2657809;3957597;2015176;5567373;8632997;4535163;3702687;4654605;8374007;7240660;7551023;2995439;3114782;4662267;3027670;0;6609763;3367496;7173464;6663047;8784619;4526259;5299806;5733253;6535364;2224013;6725505;2380249;3308976;3660925;6723772;4945391;4083146;8615959;2780615;4455886;4888495;4450854;5175629;8121922;3940032;2434634;6478349;4115234;2073729;1775041;5121264;
4350289;6326909;6681140;7143513;7796457;7751605;2424323;3177846;5952728;6693485;2578867;2199011;1684505;2127354;6057822;8417506;4189669;6783968;7688823;0;10142010;1808459;1410870;3164522;4978200;7084849;6232742;1454283;7653454;1877799;7370482;7007833;5331812;5537744;7978385;4126525;3160808;8375129;6722516;8410915;8879996;5946003;2430312;5914695;5501970;1397268;8127946;8805287;7664007;3364478;
5725571;4789579;4032733;4569794;3674906;3154441;7479358;10544982;6447148;4563499;6566590;10285992;9152645;9463008;4907424;2583696;6574252;4939655;3015936;8521748;0;9085449;8575032;10696604;6438244;6232802;6666249;8447349;3056290;8637490;4292234;5220961;5495113;8021859;6857376;5995131;10527944;2989414;6367871;6800480;3760338;6108625;10033907;4919099;4346619;8390334;3832543;3051243;3346148;7033249;
5127260;7103880;7458111;7920484;8573428;8528576;3617342;1970095;7145747;7470456;3355838;1711105;435533;888121;6834793;9194477;5320602;7560939;8465794;1982083;10918981;0;2650633;2121717;5755171;7861820;7009713;1988225;8430425;3293053;8147453;7784804;6108783;6314715;9171404;4903496;1953057;9152100;7915535;9255665;9656967;6722974;2775548;6691666;6278941;2095444;8904917;9582258;8440978;4557497;
3961220;5919879;6292071;6338182;7407388;7362536;1456175;2579471;4984580;6304416;2189798;2516051;2193865;2636714;5252491;8028437;3221521;5837154;7299754;1207127;9752941;2313197;0;2532192;4589131;6694864;5802295;2431724;7264385;818328;6565151;6061019;4942743;5107297;7010237;3737456;2562433;7986060;5754368;7442767;8490927;5515556;1797982;5525626;5112901;2374709;7738877;8416218;7274938;2396330;
6234154;8210774;8565005;8864122;9680322;9635470;3982115;47279;7510520;8577350;4462732;953061;1391965;1336352;7778431;10301371;5747461;8363094;9572688;3088977;12025875;1767871;2998441;0;6862065;8968714;8116607;3095119;9537319;3800403;9091091;8586959;7215677;7421609;9536177;6010390;30241;10258994;8280308;9968707;10763861;7829868;1291433;7798560;7385835;3202338;10011811;10689152;9547872;4922270;
912204;2453158;3888688;5161620;4509028;5510254;4912597;6670212;5224919;3291748;2691820;6411222;5277875;5588238;4452561;5368250;3827869;5289070;5447472;4646978;7900659;5210679;4700262;6821834;0;3211098;3066517;4419927;5412103;4762720;5581312;5512935;2110596;3549445;7055387;1010699;6653174;6133778;6041829;6998491;5592567;2508893;6433256;2712789;3260619;4433588;4840517;5829844;4614751;4934019;
3004716;1490384;4048326;6364320;3581558;6712954;7005109;8791859;7317431;2364278;4813467;8532869;7399522;7709885;5870359;4667621;5920381;6813982;6311887;6768625;7360827;7332326;6821909;8943481;3205902;0;1829035;6183097;6614803;6884367;6784012;6989267;3135699;3875520;8962322;3720100;8774821;7336478;8134341;8905426;4665097;1827972;8554903;2441592;5179448;6196758;3913047;5129215;3996705;7026531;
2811549;2020719;4543357;6859351;4076589;7207985;6811942;8114387;7124264;2859309;4620300;7855397;6722050;7032413;6205470;5162652;5727214;7149093;6806918;6091153;7855858;6654854;6127763;8266009;3012735;1716985;0;5417314;7109834;6190221;7279043;7324378;2942532;2668792;8954732;3526933;8097349;7831509;7941174;8897836;5160128;750919;7860757;2512217;5013528;5430975;4408078;5624246;4491736;6833364;
4543802;5727145;6874653;7337026;7783015;7945118;3986382;3529156;6898635;6565735;2772380;3270166;2136819;2447182;6251335;8611019;4737144;6977481;7882336;1686083;10335523;2069623;2965070;3680778;4540685;6502130;5609561;0;7846967;3042523;7563995;7201346;5525325;4914563;8729103;3938831;3512118;8568642;7715545;8672207;8866554;5322822;3992371;6108208;5695483;330330;8114504;8998800;7857520;4926537;
3859641;4375809;2875532;2516897;4608661;436265;5613428;8679052;4168777;4238104;4700660;8420062;7286715;7597078;3041494;3966677;4708322;2661284;1493465;6655818;3199966;7219519;6709102;8830674;4572314;5819032;6248073;6581419;0;6771560;2013863;2942590;3706980;6769827;4579005;4129201;8662014;1137633;4089500;4522109;5300861;5690449;8167977;3986087;2480689;6524404;4940150;2925624;2626936;5167319;
4112491;6071150;6443342;6453564;7558659;7513807;1584716;3415112;5099962;6455687;2341069;3242035;2842943;3285792;5367873;8179708;2804024;5952536;7451025;1781131;9904212;2962275;900629;3367833;4740402;6846135;5953566;2582995;7415656;0;6680533;6176401;5094014;5258568;7125619;3888727;3398074;8137331;5869750;7558149;8642198;5666827;2633623;5676897;5264172;2525980;7890148;8567489;7426209;2511712;
4138565;4654733;3154456;1012031;4887585;2180970;4805627;8141665;2882966;4517028;4490699;8078245;7076754;7387117;1297416;4625078;3900521;1217742;2212335;6445857;4866827;7009558;5954761;8094386;4851238;6097956;6526997;6371458;2082819;6157801;0;1499048;3985904;7048751;3293194;4408125;8124627;2804494;2803689;3236298;5971124;5969373;7360176;4265011;2359838;6314443;5219074;3584025;2924033;4359518;
3834778;4539456;3039179;1176287;4772308;2936090;4269037;7605075;2184922;4401751;4016120;7541655;6602175;6912538;932938;5346498;3363931;519978;2967455;5971278;5621947;6534979;5418171;7557796;4547451;5982679;6308970;5896879;2837939;5629189;1247814;0;3735688;6744964;2909182;4104338;7588037;3559614;2369185;2852286;5855847;5751346;6823586;4149734;2116231;5839864;5103797;4339145;3679153;3822928;
1451949;1976728;2641478;4277641;3499991;4626275;5115373;6902123;5285875;2266240;2923731;6643133;5509786;5820149;3622250;4121040;4030645;4565873;4563493;4878889;6814246;5442590;4932173;7053745;2080878;3024699;2880118;4804490;4528124;4994631;4697333;4741158;0;4250140;6741427;2178973;6885085;5249799;5994108;6684531;4583530;2322494;6665167;1094096;2430308;4747475;3831480;4582634;3367541;5136795;
4231666;3819147;6341785;7701855;5875017;8050489;7298650;7910939;7765154;4657737;4958181;7651949;6518602;6828965;6992796;6961080;6213922;7829305;7987707;5887705;9654286;6451406;5924315;8062561;3752812;3895039;2645306;5213866;7952338;5986773;8121547;8053170;4696264;0;9595622;3789229;7893901;8674013;8582064;9538726;6958556;2914759;7657309;4310645;5800854;5227527;6206506;7422674;6290164;7474254;
5607186;6473863;4973586;3252376;6706715;4241559;5195111;8531149;2410646;6336158;5377175;8467729;7963230;8273593;3009027;6685667;4627456;2048787;4272924;7125022;6927416;7896034;6344245;8483870;6316874;7917086;8197165;7257934;4143408;6555263;2934478;2330093;5687524;8208492;0;5687618;8514111;4865083;1757496;1212099;7790254;7639541;7749660;6084141;4051756;7200919;7038204;5644614;4984622;4749002;
909033;2887735;3759042;4480873;4749114;4829507;4077668;5719396;4544172;3646142;1741004;5460406;4327059;4637422;3771814;5370163;2992940;4608323;4766725;3696162;7219912;4259863;3749446;5871018;1054570;3645675;3501094;3621763;4731356;3811904;4900565;4832188;2284469;3188355;6374640;0;5702358;5453031;5361082;6317744;5832653;2943470;5482440;2867352;2579872;3564748;5080603;5831757;4616664;4253272;
6459965;8436585;8790816;9091431;9906133;9861281;4209424;274588;7737829;8803161;4688543;1180370;1617776;1562163;8005740;10527182;5974770;8590403;9798499;3314788;12251686;1993682;3225750;426210;7087876;9194525;8342418;3320930;9763130;4027712;9318400;8814268;7441488;7647420;9763486;6236201;0;10484805;8507617;10196016;10989672;8055679;1518742;8024371;7611646;3428149;10237622;10914963;9773683;5149579;
4285830;4801998;3301721;2943086;4798145;919382;6039617;9105241;4594966;4664293;5126849;8846251;7712904;8023267;3467683;3706935;5134511;3087473;1935513;7082007;2782682;7645708;7135291;9256863;4998503;6245221;6674262;7007608;821231;7197749;2440052;3368779;4133169;7196016;5005194;4555390;9088203;0;4515689;4948298;4883577;6116638;8594166;4412276;2906878;6950593;4955782;3403668;3079091;5593508;
4764871;5816202;4315925;3386018;6049054;4375201;3724375;7060413;939910;5678497;4534860;6996993;6641024;7083873;2795634;6623244;3551163;2182429;4406566;5654286;7061058;6760356;4873509;7013134;5474559;7259425;7354850;6415619;4277050;5084527;3068120;2463735;5029863;7366177;2123200;4845303;7043375;4998725;0;2711839;7132593;6797226;6278924;5426480;3394095;6358604;6380543;5778256;5118264;3278266;
4971117;5837794;4337517;2616307;6070646;3605490;4896493;8232531;2309625;5700089;4741106;8169111;7327161;7637524;2372958;6049598;3991387;1412718;3636855;6696264;6291347;7259965;6045627;8185252;5680805;7281017;7561096;6621865;3507339;6256645;2298409;1694024;5051455;7572423;1101273;5051549;8215493;4229014;1656475;0;7154185;7003472;7451042;5448072;3415687;6564850;6402135;5008545;4348553;4450384;
4784028;3066328;3824309;6140303;1519192;5673164;8088170;10234202;7282753;3012302;6255810;9975212;8841865;9152228;5646342;2162042;7183064;6589965;5090781;8210968;5012882;8774669;8264252;10385824;5401510;4509551;4942998;8136569;5870510;8326710;6367079;6765250;4314638;6298608;8738305;5511052;10217164;5803634;7990986;8681409;0;4385374;9997246;3738624;4955431;8079554;1090055;3287444;3493721;7642061;
2780338;1989508;4512146;6828140;4045378;7176774;6780731;8083176;7093053;2828098;4589089;7824186;6690839;7001202;6174259;5131441;5696003;7117882;6775707;6059942;7824647;6623643;6096552;8234798;2981524;1755672;720771;5386103;7078623;6159010;7247832;7293167;2911321;2940365;8923521;3495722;8066138;7800298;7909963;8866625;5128917;0;7829546;2481006;4982317;5399764;4376867;5593035;4460525;6802153;
5880257;7838916;7817216;7801084;9326425;8911832;2919077;1286358;6447482;8223453;4108835;1453936;2087048;2031435;6715393;9947474;4684423;7300056;8849050;2378428;11302237;2462954;1935403;1239079;6508168;8613901;7721332;3707215;8813681;2737365;8028053;7523921;6861780;7026334;8473139;5656493;1269320;9535356;7217270;8905669;10409964;7434593;0;7444663;6895386;3650200;9657914;9965514;8804031;3859232;
1991825;882632;2277325;4409745;2846020;4758379;5655249;7441999;5552195;1172144;3463607;7183009;6049662;6360025;3915784;3467069;4570521;4859407;4695597;5418765;6160275;5982466;5472049;7593621;2701513;2285383;2275896;5344366;4660228;5534507;4829437;5034692;1294055;3631506;7007747;2718849;7424961;5381903;6260428;6950851;3929559;1718272;7205043;0;2970184;5287351;3177509;3928663;2713570;5676671;
2267917;3484885;1984608;2393553;3717737;3079224;4185767;7087328;3380350;3347180;3108936;6828338;5694991;6005354;1738283;4291927;3280661;2681906;3016442;5064094;5469629;5627795;5117378;7238950;2980590;4815357;4670776;4989695;2981073;5179836;2793122;2857191;2097494;5178103;4835902;2537477;7070290;3702748;4088583;4779006;4801276;4113152;6740316;2680377;0;4932680;4049226;4132906;2971423;3739658;
4424226;5784160;6755077;7217450;7840030;7825542;3866806;3468021;6779059;6622750;2652804;3209031;2075684;2386047;6131759;8491443;4617568;6857905;7762760;1566507;10215947;2008488;2845494;3619643;4597700;6559145;5666576;57015;7727391;2922947;7444419;7081770;5405749;4971578;8609527;3995846;3450983;8449066;7595969;8552631;8923569;5379837;3872795;5988632;5575907;0;8171519;8879224;7737944;4806961;
3693973;1976273;2734254;5050248;429137;5204836;6998115;9144147;6192698;1922247;5165755;8885157;7751810;8062173;4556287;1972641;6093009;5499910;4549626;7120913;4665847;7684614;7174197;9295769;4311455;3419496;3852943;7046514;5300731;7236655;5469940;5675195;3224583;5208553;7648250;4420997;9127109;5456599;6900931;7591354;1404662;3295319;8907191;2648569;3865376;6989499;0;2434235;2403666;6552006;
4650331;3475407;2545130;3914514;2360734;3031249;6824078;9889702;5791868;3249327;5911310;9630712;8497365;8807728;4252144;1192906;5918972;4284375;2380760;7866468;3827831;8430169;7919752;10041324;5360019;4918630;5352077;7792069;3345016;7982210;3636954;4565681;4180941;6707687;6202096;5339851;9872664;3796688;5712591;6145200;2968117;4794453;9378627;3604927;3691339;7735054;2518371;0;1858545;6377969;
3371162;2227844;1164252;3732256;2328858;3122839;5989476;8821336;5184059;2073948;4842944;8562346;7428999;7739362;3547648;2306602;5084370;4160342;2466915;6798102;4498329;7361803;6851386;8972958;4080850;3671067;4104514;6723703;3359861;6913844;3512921;4441648;2901772;5460124;6078063;4098186;8804298;3888278;5588558;6021167;3238545;3546890;8544025;2325758;2856737;6666688;2486495;2122989;0;5543367;
3971885;5872782;4372505;4356373;6105634;5467121;855518;4191556;3002771;5735077;3540781;4128136;3772167;4215016;3270682;6679824;2064019;3855345;5404339;2785429;7857526;3891499;2004652;4144277;4681573;6706445;6561864;4114216;5368970;2080448;4583342;4079210;4892931;6573191;5028428;4052317;4174518;6090645;3772559;5460958;7189173;6004240;3410067;5475814;3450675;4057201;6437123;6520803;5359320;0;
